"B_index","B_id","Latitude","Longitude","Media","B_Size","Influence","B_Cost"
"367","30502","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"368","30503","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"369","30504","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"370","30505","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"371","30601","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"372","30602","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"373","30603","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"374","40022","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"375","40023","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"376","40148","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"377","40155","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"378","40239","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"379","40497","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"380","40498","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"381","40545","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"382","40546","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"383","40995","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"384","40998","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"385","40999","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"386","41018","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"387","41019","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"388","41022","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"389","41023","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"390","41031","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"391","41032","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"392","41033","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"393","41043","40.86225","-73.89897","Poster","242.74","0.011599924","5418.19954"
"394","41051","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"395","41054","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"396","41055","40.8666","-73.89536","Poster","242.74","0.046399694","5418.19954"
"397","41056","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"398","41057","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"399","41058","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"400","41062","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"401","41063","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"402","50105","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"403","50106","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"404","50152","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"405","50200","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"406","50201","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"407","50341","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"408","50342","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"409","50362","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"410","50370","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"411","50371","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"412","50374","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"413","50375","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"414","50575","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"415","50576","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"416","50656","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"417","50664","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"418","50665","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"419","50666","40.8666","-73.89536","Poster","242.74","0.034799771","5418.19954"
"420","50667","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"421","70150","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"422","70151","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"423","70152","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"424","70303","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"425","70336","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"426","70381","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"427","70382","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"428","70383","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"429","70459","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"430","70460","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"431","70584","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"432","70587","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"433","70588","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"434","70589","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"435","70590","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"436","70591","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"437","70592","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"438","70593","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"439","70594","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"440","70595","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"441","90000","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"442","90025","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
"443","90026","40.8666","-73.89536","Poster","242.74","0.023199847","5418.19954"
"444","414059","40.8666","-73.89536","Poster","242.74","0.011599924","5418.19954"
